Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
263,Davion Mitchell,PG,25,SAC,14,237,7.1,0.487,0.594,0.13,0.4,7.8,4,20.7,1,0.7,15.1,15.4,,-0.1,0.1,0.1,0.014,,-3.9,-1.1,-5.1,-0.2
264,Kelly Oubre Jr.,SF,28,PHI,8,232,17.3,0.611,0.394,0.298,5.3,14.3,9.8,3.2,2.3,1.2,6.2,20.6,,0.4,0.3,0.7,0.145,,1.6,-0.2,1.4,0.2
265,Jacob Gilyard,PG,25,MEM,14,231,11.6,0.619,0.886,0.023,2.7,6,4.3,25.6,1.9,0.4,15.3,9.6,,0.4,0.2,0.6,0.124,,-1.6,0.4,-1.1,0.1
266,Caleb Martin,SF,28,MIA,10,229,10.2,0.491,0.354,0.115,4.9,10.8,7.8,11,2.1,0,10.6,21.7,,-0.2,0.2,0,0.007,,-4.1,-1.5,-5.6,-0.2
267,Julian Strawther,SF,21,DEN,18,227,9.5,0.503,0.663,0.112,0.5,10.3,5.4,10.2,1.1,1.9,3.1,18.3,,0.1,0.2,0.3,0.059,,-2.9,-1.5,-4.4,-0.1
268,Sasha Vezenkov,PF,28,SAC,16,225,10.6,0.549,0.651,0.072,3.3,15.4,9.1,2.5,1.3,1.9,5.5,17.1,,0,0.2,0.2,0.05,,-1.8,-1.5,-3.2,-0.1
269,Gradey Dick,SG,20,TOR,15,220,2.9,0.419,0.651,0.222,3.3,7.6,5.4,8.6,0.9,0,14.8,15.6,,-0.3,0.2,-0.2,-0.034,,-7.4,-1.9,-9.3,-0.4
270,Jalen Smith,C,23,IND,14,216,23.3,0.806,0.28,0.36,10.7,30.6,20.6,7.4,1.1,1.4,14.7,19.4,,0.8,0.1,0.9,0.204,,4.4,-1,3.5,0.3
271,Xavier Tillman Sr.,C,25,MEM,9,215,11.9,0.455,0.338,0.122,6.9,18.9,12.6,13.2,2.9,4.2,12.4,17.6,,-0.2,0.4,0.2,0.044,,-3.8,1.3,-2.5,0
272,Nassir Little,PF,23,PHO,14,211,13.8,0.619,0.571,0.286,4,12.4,8.4,6.1,2.1,3.2,7.3,13.9,,0.3,0.2,0.6,0.13,,-0.4,0.2,-0.2,0.1
273,Larry Nance Jr.,C,31,NOP,14,211,9.8,0.538,0.262,0.19,9.2,20.7,14.9,6.1,2.1,1.9,22.2,11.8,,0,0.3,0.2,0.055,,-3.7,0.8,-2.9,0
274,Dennis Smith Jr.,PG,26,BRK,12,207,12.7,0.481,0.301,0.123,4.7,13.4,9.2,26.5,2.1,1.3,13.5,18.3,,0.1,0.2,0.3,0.078,,-2.4,1.3,-1,0.1
275,Troy Brown Jr.,SF,24,MIN,15,206,11.9,0.604,0.64,0.4,6.4,15.4,11.3,6.5,1.2,0.4,10.6,13.9,,0.3,0.3,0.6,0.144,,-0.8,0.5,-0.3,0.1
276,Charles Bassey,C,23,SAS,19,205,17.8,0.739,0.025,0.15,12.1,30.1,20.7,14.2,1.8,7.5,26,11.8,,0.3,0.3,0.6,0.137,,-1.9,2.6,0.8,0.1
277,Bryce McGowens,SG,21,CHO,13,205,9.2,0.617,0.644,0.222,2.1,11.6,6.6,7.4,1.4,0.9,12.4,11.6,,0.2,0,0.2,0.044,,-2.5,-0.7,-3.2,-0.1
278,Bones Hyland,PG,23,LAC,12,201,9.5,0.541,0.545,0.114,1.1,6.4,3.8,17.7,1.7,0,17.1,23.9,,-0.2,0.2,0,0.007,,-3.5,-2.1,-5.5,-0.2
279,Jonathan Isaac,PF,26,ORL,15,201,19.1,0.554,0.479,0.397,10.2,28.2,19.1,3.6,3.1,8.7,10.4,20,,0.2,0.6,0.7,0.171,,-0.5,3.4,2.9,0.2
280,Luke Kornet,C,28,BOS,15,201,19.2,0.797,0,0.27,11.8,15.1,13.6,6.2,1.9,5.8,12.7,10.2,,0.6,0.4,1,0.243,,1.1,3.4,4.5,0.3
281,Nick Richards,C,26,CHO,12,201,20.6,0.797,0,0.8,9.4,28.1,18.4,3.5,1.2,6.2,17.6,15.6,,0.6,0.2,0.7,0.179,,-0.6,0.8,0.2,0.1
282,Théo Maledon,PG,22,CHO,13,200,4.1,0.379,0.455,0.182,2.1,10.7,6.3,17.6,1.7,0,17.4,18.3,,-0.4,0,-0.4,-0.105,,-7.5,-2.1,-9.6,-0.4
283,Aaron Wiggins,SG,25,OKC,17,200,14,0.687,0.4,0.34,5.4,13.7,9.9,8.6,1.4,0.5,13.5,14.4,,0.4,0.3,0.6,0.147,,0,0.1,0.1,0.1
284,Zeke Nnaji,PF,23,DEN,19,199,12.2,0.553,0.137,0.549,12.9,11.7,12.3,5,0.7,4.2,13.6,15.9,,0.2,0.2,0.4,0.09,,-2.6,-1.3,-4,-0.1
285,Jaxson Hayes,C,23,LAL,18,197,8.6,0.687,0.091,0.636,4.1,10.9,7.7,4.8,1,4,23.5,12.2,,0,0.2,0.3,0.067,,-5.7,0.8,-4.9,-0.1
286,Julian Champagnie,SF,22,SAS,12,194,9.8,0.527,0.712,0.151,2.8,11.4,6.9,9.3,1.5,4.2,14.3,19.6,,-0.2,0.1,-0.1,-0.022,,-1.6,-1.2,-2.8,0
287,Ben Simmons,PG,27,BRK,6,191,13.1,0.516,0,0.111,9,26.3,17.9,26.4,0.8,2.4,28.4,11.8,,0.1,0.2,0.4,0.092,,-1.7,1.8,0.2,0.1
288,Ish Smith,PG,35,CHO,12,191,7.9,0.603,0.059,0,2.2,11.2,6.6,18.7,1.3,0.5,30.6,10.9,,0,0,0,-0.007,,-4.4,-0.8,-5.2,-0.2
289,Derrick Rose,PG,35,MEM,10,190,14.6,0.547,0.253,0.157,3.3,8.5,5.8,27.1,1.3,0.5,11.9,22.5,,0.1,0.2,0.3,0.074,,-0.4,-0.9,-1.3,0
290,T.J. McConnell,PG,31,IND,13,189,20.6,0.585,0.08,0.187,4.3,15.3,9.8,37.5,2.2,0.8,11.9,20.1,,0.6,0.1,0.6,0.163,,2.7,-0.3,2.4,0.2
291,Jaylin Williams,C,21,OKC,14,188,12.2,0.529,0.589,0.143,5.7,24.3,15.8,15,1.3,1,9.2,15,,0.2,0.3,0.5,0.132,,-1,1,0.1,0.1
292,Trendon Watford,PF,23,BRK,13,184,16.2,0.591,0.186,0.143,9.4,18.4,14,18.1,1.9,1.5,17.7,21,,0.2,0.2,0.4,0.109,,-1.3,0.9,-0.4,0.1
293,Jaden Hardy,SG,21,DAL,16,181,10.7,0.481,0.451,0.297,3.5,12.7,8,15.3,1.3,0,10.4,26.9,,-0.2,0.1,-0.1,-0.021,,-3.8,-2.9,-6.7,-0.2
294,Tari Eason,PF,22,HOU,10,179,15,0.524,0.267,0.15,10,24.5,17.4,7.3,1.4,6.3,9.9,17.6,,0.1,0.4,0.4,0.118,,-1.4,2,0.6,0.1
295,Craig Porter Jr.,PG,23,CLE,13,178,17.7,0.614,0.106,0.333,1.9,11.9,7,25.7,1.9,2.5,15.6,21.9,,0.2,0.2,0.5,0.128,,-0.1,1.2,1.2,0.1
296,Justin Holiday,SG,34,DEN,12,174,13.2,0.763,0.711,0,1.9,11.5,6.7,10.1,1.7,0,7.3,10.2,,0.4,0.2,0.5,0.152,,0.2,0.1,0.3,0.1
297,Luke Kennard,SG,27,MEM,8,172,11.5,0.54,0.793,0.121,1.8,13.5,7.4,13.6,1.4,0.6,7.6,16.3,,0.1,0.2,0.3,0.08,,-0.4,0,-0.3,0.1
298,Cody Zeller,C,31,NOP,18,172,8.9,0.372,0.031,0.688,13.2,21.6,17.4,12.8,1.1,1.1,12.6,11.8,,0,0.2,0.2,0.053,,-4.3,-0.4,-4.7,-0.1
299,Dante Exum,PG,28,DAL,16,170,16.2,0.553,0.27,0.238,5,18,11.4,20.5,1.4,1,6.7,18.6,,0.3,0.1,0.4,0.123,,-0.3,-0.1,-0.4,0.1
300,Omer Yurtseven,C,25,UTA,14,170,16.4,0.596,0.255,0.157,13.1,29.6,21.1,10.5,0.9,3.7,15.5,15.7,,0.2,0.2,0.4,0.11,,-0.7,0.1,-0.6,0.1
301,Thomas Bryant,C,26,MIA,13,168,12.8,0.545,0.056,0.278,8.7,25.3,16.8,6.9,1.8,2.3,16.5,19,,0,0.2,0.2,0.055,,-4.1,-0.4,-4.6,-0.1
302,Daniel Theis,C,31,TOT,10,163,13.6,0.497,0.136,0.152,11.6,13.8,12.7,11.1,0.9,4.4,7.9,20.1,,0.1,0.2,0.3,0.084,,-3.5,-0.3,-3.8,-0.1
303,Seth Curry,SG,33,DAL,15,162,11.3,0.499,0.552,0.121,3.9,9.4,6.6,10.8,2.4,1,6.1,17,,0.1,0.1,0.2,0.055,,-2.2,-0.1,-2.3,0
304,JaVale McGee,C,36,SAC,17,160,21.6,0.675,0.017,0.322,15.3,28.1,21.4,7.2,1.5,6,20.2,22.3,,0.2,0.2,0.4,0.129,,0,0.3,0.3,0.1
305,Stanley Umude,SG,24,DET,15,155,13.7,0.693,0.614,0.523,2.1,17.8,9.9,7.1,1.2,2.6,15.6,17.2,,0.3,0.1,0.4,0.118,,-0.2,0.2,0.1,0.1
306,Duop Reath,C,27,POR,11,153,13.7,0.562,0.646,0.154,4.9,10.3,7.4,12.7,1.6,1.7,10.3,21.6,,0.1,0.2,0.3,0.087,,0.3,-0.3,0,0.1
307,Vince Williams Jr.,SG,23,MEM,11,151,12.8,0.642,0.794,0.382,3.5,23.8,13.2,12.1,1,4.6,13.1,12.9,,0.2,0.2,0.5,0.145,,-2.3,1.8,-0.6,0.1
308,Kenrich Williams,PF,29,OKC,9,150,13,0.629,0.405,0.216,6.4,12.9,9.9,13.9,1.3,0,6.9,12.5,,0.3,0.2,0.5,0.161,,0,0.4,0.4,0.1
309,Wendell Carter Jr.,C,24,ORL,5,147,8.5,0.459,0.356,0.311,8.5,25.2,16.8,7.3,1,1.2,13.5,16.9,,-0.1,0.2,0.1,0.037,,-4.1,-0.7,-4.8,-0.1
310,Marcus Morris,PF,34,PHI,12,145,11.8,0.573,0.451,0.059,3.8,15.2,9.5,5.8,1.3,3.1,8.7,16.6,,0.1,0.2,0.3,0.088,,-0.9,-0.5,-1.3,0
311,Markelle Fultz,PG,25,ORL,5,143,13.5,0.493,0.054,0.071,6.4,7.3,6.8,21,2,1.3,9.4,18.7,,0.1,0.2,0.3,0.088,,-0.9,1.2,0.3,0.1
312,Delon Wright,PG,31,WAS,8,141,17.2,0.54,0.367,0.533,2.3,13.2,7.7,29.6,4.3,0.6,9.7,12.2,,0.3,0.1,0.4,0.143,,-1,2.6,1.6,0.1
313,Isaiah Jackson,C,22,IND,11,140,18.8,0.612,0.029,0.676,13.2,24,18.6,8.3,1.6,9.9,10.2,14.4,,0.3,0.2,0.5,0.18,,-1.6,2.2,0.6,0.1
314,Jalen McDaniels,SF,26,TOR,15,138,3,0.341,0.478,0.043,3,11.4,7,8.5,1.8,1.9,11.3,16.2,,-0.3,0.2,-0.2,-0.061,,-7.7,-0.2,-7.9,-0.2
315,Isaiah Livers,PF,25,DET,6,135,3.5,0.487,0.675,0.175,3.2,8.2,5.7,6.9,0.4,0,18.8,16.4,,-0.2,0,-0.2,-0.066,,-5.1,-3.3,-8.4,-0.2
316,Kris Dunn,PG,29,UTA,13,134,9.4,0.495,0.205,0.182,3.2,15.9,9.3,27,2.5,0.7,24,19.3,,-0.1,0.1,0,-0.01,,-5.2,0.5,-4.7,-0.1
317,Tristan Thompson,PF,32,CLE,15,132,13.9,0.631,0,0.591,14.5,16,15.3,11.1,0.7,3.3,20.2,11.4,,0.2,0.2,0.4,0.128,,-1.4,0.8,-0.6,0
318,Jose Alvarado,PG,25,NOP,8,131,13.8,0.532,0.529,0.157,3.3,10.8,7.1,17.2,3.3,2.3,12.8,20.3,,0,0.2,0.2,0.067,,-1,1.4,0.4,0.1
319,Keon Ellis,SG,24,SAC,12,131,9.8,0.531,0.806,0.419,3.2,10.6,6.8,9.9,2.6,2.6,14,13.8,,0,0.1,0.2,0.057,,-2.3,1,-1.3,0
320,Dru Smith,SG,26,MIA,9,131,12.9,0.576,0.515,0.061,5.2,7.2,6.2,14.6,3.4,2.2,12.9,13.1,,0.1,0.2,0.3,0.112,,-1.5,2.7,1.3,0.1
321,Andre Jackson Jr.,SG,22,MIL,15,129,10.1,0.773,0.5,0,8.9,8.1,8.5,10.7,1.8,0,26.7,9.9,,0.2,0.1,0.3,0.103,,-2.3,0.1,-2.2,0
322,Johnny Davis,SG,21,WAS,14,128,10,0.509,0.075,0.125,6.7,9.4,8,5.1,2.5,0.6,10.6,15.5,,0,0,0,0.003,,-4.3,-1.6,-5.9,-0.1
323,Danuel House Jr.,SF,30,PHI,10,127,7.4,0.537,0.516,0.323,3.5,8.7,6.1,8.1,1.9,0.7,20.3,14.7,,-0.1,0.1,0,0.015,,-3.9,-0.6,-4.5,-0.1
324,Jaden Springer,SG,21,PHI,11,127,6.8,0.432,0.324,0.216,10.5,8.7,9.6,10.2,1.9,4.2,22.8,17.4,,-0.2,0.1,-0.1,-0.026,,-5.1,-0.3,-5.3,-0.1
325,Kevin Knox,SF,24,DET,6,124,11.6,0.626,0.512,0.073,4.4,14.2,9.3,3.5,1.5,0.7,12.4,16.2,,0.1,0.1,0.1,0.054,,-1.1,-1.3,-2.5,0
326,Trey Lyles,PF,28,SAC,6,123,8.8,0.517,0.703,0.459,6.9,21.6,13.9,9.8,0,0.7,13.6,17.7,,0,0.1,0.1,0.029,,-2.7,-1.7,-4.4,-0.1
327,Ousmane Dieng,PF,20,OKC,12,122,7.8,0.464,0.703,0.108,5.9,13.3,9.9,11.4,0.4,0,9.4,15.1,,0,0.1,0.1,0.04,,-1.9,-1.7,-3.6,0
328,Kira Lewis Jr.,PG,22,NOP,11,121,8,0.405,0.349,0.209,2.7,6.3,4.5,19.5,2,0.8,9.6,18.3,,-0.1,0.1,0,-0.005,,-4.9,-0.4,-5.3,-0.1
329,Robert Williams,C,26,POR,6,119,17.5,0.684,0,0.346,9.8,27.4,18.1,6.5,2.9,5.2,18.9,13.2,,0.2,0.2,0.4,0.164,,-2.3,2.8,0.4,0.1
330,Jock Landale,C,28,HOU,13,113,7.1,0.432,0.385,0.154,8.9,13.3,11.1,9.2,1.8,2.5,22.4,14,,-0.1,0.2,0,0.015,,-5.2,0.1,-5.1,-0.1
331,Gabe Vincent,PG,27,LAL,4,113,6.4,0.416,0.5,0.071,2,1.8,1.9,14,2.5,0,6.5,11.9,,-0.1,0.1,0.1,0.022,,-5.8,1.8,-4,-0.1
332,James Wiseman,C,22,DET,10,111,14.3,0.645,0.027,0.297,9.8,21.9,15.8,4.2,0.4,2.2,16.1,18.7,,0.1,0.1,0.2,0.065,,-3.3,-2,-5.3,-0.1
333,Richaun Holmes,C,30,DAL,10,110,10.6,0.495,0,0.5,14.5,23.8,19.1,5.9,0.4,3.9,17,13.6,,0,0.1,0.1,0.056,,-4.8,-1.2,-6,-0.1
334,Otto Porter Jr.,SF,30,TOR,9,110,9.9,0.597,0.696,0.043,5.7,16.3,10.8,1.2,1.3,2.4,4.1,9.4,,0.1,0.1,0.2,0.109,,-2.6,0,-2.6,0
335,Cory Joseph,PG,32,GSW,10,108,5.2,0.356,0.72,0.28,1.9,7,4.4,24.9,1.3,0.8,15.1,12.8,,-0.1,0.1,0,0.001,,-5,-0.5,-5.5,-0.1
336,Furkan Korkmaz,SG,26,PHI,14,103,7.6,0.469,0.5,0.233,1.1,7.5,4.3,7.6,4.2,0,15.4,16,,-0.1,0.1,0,0.004,,-5.3,2.1,-3.2,0
337,Trayce Jackson-Davis,PF,23,GSW,13,102,13.7,0.591,0,1.136,11.3,12.6,12,8.2,0.9,6.1,15.4,16,,0.1,0.1,0.2,0.117,,-3.1,1.4,-1.7,0
338,Mason Plumlee,C,33,LAC,6,102,13.7,0.596,0,0.737,8.7,26.2,17.6,8,1.9,0.9,16.6,12.7,,0.1,0.2,0.3,0.119,,-1.5,0.6,-0.9,0
339,AJ Griffin,SF,20,ATL,11,101,3.4,0.443,0.727,0.061,2.1,8.9,5.4,3.7,0.5,0,10.6,15.2,,-0.1,0,-0.1,-0.061,,-3.9,-3,-6.8,-0.1
340,Joe Harris,SG,32,DET,7,98,4,0.48,0.76,0,2.2,5.6,3.9,8,1,0,10.7,11.9,,0,0,0,-0.009,,-5.4,-1.3,-6.7,-0.1
341,Vasilije Micić,PG,30,OKC,8,98,6.1,0.507,0.583,0.25,0,4.1,2.2,27.8,0.5,0,27.3,16.1,,-0.1,0.1,0,-0.008,,-4.2,-3.7,-7.9,-0.1
342,Jeremiah Robinson-Earl,PF,23,NOP,8,98,13,0.687,0.44,0.24,8.8,15.6,12.2,6.8,1,0,17.8,14.6,,0.2,0.1,0.2,0.115,,-0.4,-1.2,-1.6,0
343,Orlando Robinson,C,23,MIA,6,96,17.6,0.656,0.129,0.129,8.2,20.9,14.4,19,1,3,15.5,17.8,,0.2,0.1,0.3,0.15,,0.5,0.2,0.8,0.1
344,Caleb Houstan,SF,21,ORL,12,95,12.4,0.791,0.952,0.19,2.4,13.4,7.8,7.1,1,0,11.6,11.4,,0.2,0.1,0.3,0.165,,1.3,0.8,2,0.1
345,Wesley Matthews,SG,37,ATL,9,95,6.4,0.512,0.941,0.471,2.2,9.5,5.8,8.7,1.5,0.9,8.9,9.6,,0.1,0,0.1,0.035,,-3.5,-0.3,-3.9,0
346,Kenneth Lofton Jr.,PF,21,MEM,13,94,6.6,0.428,0.235,0.382,2.2,14.8,8.2,19.1,1,3.2,13.1,20.7,,-0.2,0.1,-0.1,-0.034,,-6.8,-0.1,-6.9,-0.1
347,Jaylen Nowell,SG,24,MEM,5,94,6.4,0.415,0.389,0.083,3.4,11.1,7.1,11.1,1,0,5.1,17.8,,-0.1,0.1,0,-0.014,,-6.1,-1.6,-7.7,-0.1
348,Dalano Banton,PG,24,BOS,10,91,12.3,0.54,0.259,0.222,12.4,16.7,14.7,7.6,1.1,2,14.4,16.4,,0.1,0.1,0.2,0.112,,-4.1,0.4,-3.7,0
349,Oshae Brissett,SF,25,BOS,8,90,4.9,0.314,0.529,0.706,10.1,14.6,12.5,4,2.2,0,8.2,11.6,,-0.1,0.1,0.1,0.027,,-6.4,0.7,-5.8,-0.1
350,Kessler Edwards,SF,23,SAC,14,90,5.3,0.388,0.667,0.095,3.5,15.4,9.2,7,1.1,1.9,4.4,10.8,,-0.1,0.1,0,0.01,,-4.1,-0.8,-4.9,-0.1
351,A.J. Green,SG,24,MIL,12,90,8.3,0.509,0.867,0.033,2.6,8.1,5.5,11.3,0,0,0,14.4,,0.1,0,0.1,0.058,,-2,-2.8,-4.7,-0.1
352,Maxi Kleber,C,32,DAL,5,90,6.2,0.417,0.563,0.625,4.7,20.6,12.6,13.3,0.5,0.9,16.4,11.5,,0,0.1,0,0.012,,-3.9,-0.3,-4.2,0
353,Kris Murray,SF,23,POR,10,88,6.2,0.405,0.6,0.25,4.8,5.5,5.1,4.7,2.8,1,4.3,11.2,,0,0.1,0.1,0.029,,-5.5,0,-5.4,-0.1
354,DeAndre Jordan,C,35,DEN,6,87,13.3,0.576,0,0.955,10.2,24.2,17.2,10.7,1.1,1,18.3,18.9,,0,0.1,0.1,0.054,,-2.9,-0.8,-3.7,0
355,Bradley Beal,SG,30,PHO,3,86,11.4,0.49,0.326,0.348,4.2,16.5,10.7,20.6,1.1,1,14.5,31.2,,-0.1,0.1,0,-0.025,,-2.7,-1.9,-4.6,-0.1
356,Kobe Brown,PF,24,LAC,10,85,5.6,0.455,0.682,0,3.9,15.1,9.6,7.7,0.6,1.1,4.3,11.6,,0,0.1,0.1,0.053,,-5.1,-0.7,-5.7,-0.1
357,KJ Martin,SF,23,TOT,11,85,4,0.406,0.273,0.273,3.9,11.6,7.8,6,2.9,1.1,16.9,14.8,,-0.2,0.1,-0.1,-0.031,,-8.4,-0.1,-8.5,-0.1
358,Mike Muscala,C,32,WAS,7,82,8.1,0.554,0.526,0.211,2.6,22.7,12.5,11.9,0.6,3,25.2,14.2,,-0.1,0,0,-0.019,,-5,-0.5,-5.5,-0.1
359,Collin Gillespie,PG,24,DEN,10,81,6.5,0.514,0.632,0.053,0,4.1,2.1,11.9,3,0,17.1,12.5,,0,0.1,0,0.029,,-6.3,0.9,-5.4,-0.1
360,Chimezie Metu,C,26,PHO,11,78,10.2,0.589,0.409,0.182,3.1,18.2,11,7.4,0.6,3.2,11.2,14.8,,0.1,0.1,0.1,0.079,,-3.9,-0.4,-4.4,0
361,Reggie Bullock,SF,32,HOU,8,76,4.2,0.462,0.923,0,2.9,15.5,9.4,5,0.7,1.2,13.3,8.7,,0,0.1,0.1,0.037,,-4.2,-0.5,-4.7,0
362,Jamal Cain,PF,24,MIA,6,76,7.5,0.521,0.529,0.294,4.5,9.3,6.8,0,2.6,0,9.4,12.3,,0,0.1,0,0.031,,-4.4,0.1,-4.3,0
363,Sam Merrill,SG,27,CLE,10,75,6.9,0.48,0.88,0,3,5.6,4.4,10.6,1.3,0,7.4,15.6,,0,0.1,0,0.03,,-3.4,-1.8,-5.3,-0.1
364,Eugene Omoruyi,SF,26,WAS,11,75,30.1,0.732,0.306,0.444,12.8,17.5,15.1,17.5,3.1,1.1,12.2,27.5,,0.3,0.1,0.4,0.246,,7.3,0.3,7.5,0.2
365,Jalen Pickett,SG,24,DEN,11,74,8.7,0.599,0.7,0.1,1.5,13.5,7.5,11.8,2,0,22.3,15.7,,0,0.1,0.1,0.035,,-3.1,-0.7,-3.8,0
366,Jordan Nwora,SF,25,IND,5,73,10.7,0.489,0.441,0.118,9.5,14.3,11.9,10.2,2.5,1,16.4,24.1,,-0.1,0,-0.1,-0.04,,-2.9,-3,-5.9,-0.1
367,Colby Jones,SG,21,SAC,9,70,9.3,0.495,0.286,0.107,9.1,13.2,11.1,4.2,1.4,1.2,12,20.2,,-0.1,0.1,0,-0.004,,-4.5,-1.8,-6.3,-0.1
368,Anthony Gill,PF,31,WAS,11,68,13.5,0.593,0.15,0.6,6.3,14.5,10.3,9.6,2,3.6,21.7,20,,0,0,0,0.021,,-3.7,-1.2,-4.9,-0.1
369,Amen Thompson,SF,21,HOU,4,67,6.7,0.49,0.5,0.364,1.7,16,9,12.5,1.5,1.4,19,20.8,,-0.1,0.1,0,-0.019,,-5.8,0,-5.8,-0.1
370,Olivier-Maxence Prosper,PF,21,DAL,9,66,6.4,0.399,0.625,0.75,4.8,11.6,8.2,7.4,0.7,0,0,13.7,,0,0,0,0.014,,-5.2,-2.9,-8.1,-0.1
371,Lindy Waters III,SG,26,OKC,8,62,11.9,0.639,0.944,0,1.9,8.2,5.3,10.5,0,1.5,0,12.5,,0.1,0,0.2,0.14,,1.1,-0.8,0.2,0
372,Jake LaRavia,PF,22,MEM,5,61,3.2,0.407,0.6,0.1,5.2,9.5,7.2,4.7,0.8,0,8.7,15.9,,-0.1,0,-0.1,-0.043,,-8.2,-2.5,-10.6,-0.1
373,Svi Mykhailiuk,SF,26,BOS,8,59,3.6,0.471,0.824,0,1.9,6.9,4.5,2.2,2.5,0,19,15.4,,-0.1,0.1,0,-0.028,,-7.3,0.3,-7,-0.1
374,Amir Coffey,SF,26,LAC,10,58,4.4,0.436,0.25,0.333,3.8,9.2,6.6,6.6,0.8,0,12.7,11.7,,0,0,0,0.011,,-6.2,-1.3,-7.5,-0.1
375,Ben Sheppard,SG,22,IND,9,58,10,0.546,0.682,0.091,2,8,5,10.2,0.8,0,4.2,16.9,,0.1,0,0.1,0.042,,-1.9,-3.7,-5.5,-0.1
376,Mo Bamba,C,25,PHI,9,57,24,0.636,0.292,0.333,23.4,17.4,20.4,2.7,0.9,11,17.9,24.7,,0.1,0.1,0.2,0.164,,1.6,-1.5,0,0
377,Dāvis Bertāns,PF,31,OKC,6,57,19.1,0.708,0.938,0.938,0,8.9,4.8,11.1,1.7,1.6,0,17.1,,0.3,0.1,0.3,0.285,,3.4,1,4.3,0.1
378,Jamaree Bouyea,PG,24,POR,6,57,-4.6,0.238,0.381,0,3.7,17,9.9,19.9,0,0,27.6,21.7,,-0.4,0,-0.3,-0.284,,-13.1,-5,-18.1,-0.2
379,Nick Smith Jr.,SG,19,CHO,8,57,15.1,0.64,0.48,0,3.7,5.9,4.8,5.2,0.8,3.1,7.4,20.1,,0.1,0,0.1,0.068,,3.3,-1.4,1.9,0.1
380,Moussa Diabaté,C,22,LAC,9,55,25,0.58,0,0.667,28.2,9.7,18.8,10.5,3.6,0,7.9,19.8,,0.2,0.1,0.3,0.263,,4.1,-1.3,2.7,0.1
381,Sandro Mamukelashvili,C,24,SAS,7,55,13.5,0.539,0.467,0.4,11.8,14.8,13.2,19.3,1.7,1.6,14.5,15.7,,0.1,0,0.1,0.087,,-2,-0.5,-2.5,0
382,Luka Šamanić,PF,24,UTA,9,55,8,0.45,0.458,0.042,5.8,26.5,15.8,5.4,0.9,3.3,14.1,21.4,,-0.1,0.1,-0.1,-0.045,,-4.6,-1.8,-6.5,-0.1
383,Miles McBride,PG,23,NYK,12,54,13.3,0.587,0.765,0.118,2,4.2,3,8.1,3.7,0,0,14.1,,0.1,0.1,0.2,0.172,,-2.3,4.3,2.1,0.1
384,Olivier Sarr,C,24,OKC,5,54,11.6,0.694,0.5,1,8.9,30.1,20.3,2.2,0,8.6,18.8,8.5,,0.1,0.1,0.2,0.163,,-3.6,1,-2.6,0
385,Emoni Bates,SF,20,CLE,7,52,4.6,0.378,0.8,0.133,2.2,16.3,9.4,4.9,0.9,1.7,5.9,14.1,,-0.1,0.1,0,-0.019,,-4.9,-1.4,-6.3,-0.1
386,Trey Murphy III,SF,23,NOP,2,52,20,0.632,0.692,0.077,2.1,8.4,5.2,6.1,0.9,3.8,0,22,,0.1,0,0.2,0.151,,4.7,-1.6,3.1,0.1
387,Dereon Seabron,SG,23,NOP,5,52,9.3,0.448,0.154,0.462,2.1,12.6,7.3,9.6,1.9,1.9,0,12.8,,0,0.1,0.1,0.075,,-2.9,0.9,-2,0
388,Damian Jones,C,28,CLE,10,51,8,0.507,0,0.25,8.8,12.4,10.7,7.5,1,3.4,25.3,10.1,,0,0.1,0,0.037,,-5.1,-0.2,-5.2,0
389,Ryan Rollins,PG,21,WAS,8,49,25.9,0.639,0.111,0.889,4.3,17.9,11,27.8,7.6,3.3,21.8,27.5,,0.1,0.1,0.2,0.169,,0.7,6.3,7.1,0.1
390,Julian Phillips,SF,20,CHI,10,48,-0.6,0.237,0.462,0.308,2.2,14.8,8.2,11,1,0,6.3,14.5,,-0.2,0,-0.1,-0.133,,-10.5,-2.2,-12.8,-0.1
391,Tre Mann,PG,22,OKC,6,47,17.9,0.651,0.444,0.056,7.6,19.4,14,24.8,1,0,21.3,21.5,,0.1,0.1,0.1,0.133,,2.2,-0.4,1.8,0
392,Garrison Mathews,SG,27,ATL,7,47,6.5,0.545,1,0,4.5,12,8.1,2.6,1,0,8.3,10.4,,0,0,0,0.028,,-3.2,-2,-5.2,0
393,Armoni Brooks,PG,25,BRK,5,45,8,0.5,0.765,0,4.8,18.3,11.7,0,0,0,5.6,17.1,,0,0,0,0.013,,-3.2,-3.5,-6.8,-0.1
394,Nikola Jović,PF,20,MIA,3,45,12.6,0.549,0.545,0.364,2.5,52.5,26.9,26.4,1.1,0,23.9,16.4,,0,0.1,0.1,0.092,,-2,4.6,2.6,0.1
395,Thanasis Antetokounmpo,PF,31,MIL,7,44,0.8,0.375,0,0,5.2,4.7,5,10.8,1.1,1.9,33.3,11.6,,-0.1,0,-0.1,-0.084,,-8.5,-2.1,-10.6,-0.1
